Date,DIS,WMT,WBA,VZ,UNH,TRV,PG,NKE,MSFT,MRK,MMM,MCD,JPM,KO,JNJ,INTC,IBM,HON,HD,GS,CSCO,CVX,CAT,BA,AAPL,AMGN,AXP
2016-01-19,0.00091558695,-0.00022600591,0.0012131631,0.0005287975,0.0024190395999999998,0.0011775494,0.0005370453,0.0014551729000000001,0.0017023682999999998,-0.00041785836000000003,0.0005139038,5.0514936e-05,0.0008412748599999999,0.00052870065,-0.00031992793,0.00050497055,-3.7774443999999996e-05,0.0007355958,0.0014485717,0.0006648451,-0.17686462,-0.00091739,-0.0001348257,-0.19389324,-0.0005401522,0.001238361,-0.00026662648
2016-01-20,0.00092794,-0.00022212416000000001,0.0012130736999999999,0.0005318671499999999,0.0024185926,0.0012000352,0.0005362779,0.0014685541,0.0017165989,-0.0003656149,0.0005115941,6.553531e-05,0.0008484721000000001,0.0005333795999999999,-0.0002809763,0.0005281418599999999,2.8058887e-05,0.00074250996,0.0014761835,0.00063866377,-0.17686462,-0.0008781701300000001,-0.0001359582,-0.19389324,-0.0005501509,0.0012319759,-0.00021868944
2016-01-21,0.0009441525,-0.0002027601,0.0012130439,0.0005376339,0.0023495853,0.0012460947,0.0005341023,0.0014989525,0.0017074496,-0.00031816959999999997,0.0005090311,8.5920095e-05,0.0008570701,0.0005492419,-0.00024314225,0.00054062903,0.00016286224,0.00074739754,0.0015089660999999999,0.00062198937,-0.17686462,-0.0008291155,-0.0001360476,-0.19389324,-0.00055776536,0.0011973158,-0.00018411875
2016-01-22,0.0009561181,-0.00018629432,0.0012127906,0.0005264282,0.002287954,0.0012950301,0.0005157887999999999,0.0015385448999999999,0.0017137825,-0.00028312206,0.0005072355,0.00010295212,0.00086416304,0.00056384504,-0.00021030008999999998,0.00053571165,0.00027447194,0.0007521361,0.0015201420000000002,0.0006049871400000001,-0.17686462,-0.0008255839299999999,-0.00013631582,-0.19389324,-0.0005559027,0.0011899769,-0.00015302002
2016-01-25,0.0009603053300000001,-0.00017860532,0.0012120306,0.0005005598000000001,0.002215907,0.0013236701000000001,0.00048805028,0.0015476048,0.0016661435,-0.00026127696,0.00050733984,0.00011236966,0.0008700937,0.0005501881,-0.0001964271,0.0005159378,0.00036597997000000003,0.0007570088,0.0015078335999999999,0.00055779517,-0.17686462,-0.0008601993300000001,-0.00013457239,-0.19389324,-0.00050345063,0.0011561736,0.00025081634999999996
2016-01-26,0.0009446442,-0.00017614663,0.0012115836,0.00047324598,0.0021656454,0.0013553947,0.0004691407,0.0015386045,0.0016500204999999998,-0.0002975464,0.0005085692,0.00013943017,0.0008765458999999999,0.0005259066999999999,-0.00019149482,0.0004951805000000001,0.00041034073,0.00075642765,0.0014850944,0.00053180754,-0.17686462,-0.00083877146,-0.00012972951,-0.19389324,-0.0004594922,0.0011525825,0.0007778704
2016-01-27,0.0009214729,-0.00018063188,0.0012109578,0.00043845177000000003,0.0021086484,0.0013580918,0.00042735785,0.0015217662,0.0016320795000000002,-0.00033533573,0.0005108565,0.00014901161,0.00088094175,0.0005014091999999999,-0.00015445053999999997,0.00046876073,0.00041426718,0.0007559210000000001,0.0014558882,0.00049333274,-0.17686462,-0.0008789300999999999,-0.00012741983,-0.19389324,-0.00042119622,0.0011435375,0.0012999773
2016-01-28,0.0008921622999999999,-0.00018557906000000004,0.0012105554,0.00040197372,0.002083078,0.0013448745000000002,0.00039047002999999995,0.0014888495000000002,0.001646325,-0.00038707256,0.0005160421,0.00014434755,0.0008853227,0.0004773736,-0.00010317564,0.00044690073,0.00040046126000000006,0.0007535666,0.0014291107999999998,0.0004646033,-0.17686462,-0.0008977055499999999,-0.00012210011,-0.19389324,-0.00047791004,0.0011608973,0.0017789154999999998
2016-01-29,0.0008673369999999999,-0.00019082427,0.0012103914999999999,0.00037322937999999993,0.0020862818,0.0013110787,0.00034616142999999996,0.0014829785,0.0016171782999999998,-0.00040221214,0.0005231276000000001,0.00013433397,0.00088760257,0.00043761730000000006,-8.134544e-05,0.00042372942,0.00036132336,0.00075253844,0.0014020204999999999,0.00042930245000000005,-0.17686462,-0.0009627342,-0.00010882318000000001,-0.19389324,-0.0005029887,0.0011856034,0.0023230612
2016-02-01,0.0008510798,-0.0001964271,0.001210019,0.00034716725,0.0020267963,0.0012708603999999999,0.00028894097000000004,0.001484096,0.0014967173000000002,-0.00030496716,0.0005247220400000001,0.00013421476,0.00089132786,0.0003856644,-6.0409307e-05,0.00040522218,0.0003318265,0.00075522065,0.0013693273000000001,0.00038847327,-0.17686462,-0.0010400116,-9.703636000000001e-05,-0.19389324,-0.00048345327000000007,0.0011659861,0.0027840435999999997
2016-02-02,0.0008338094,-0.00020118803,0.0012098253,0.00032429397,0.0019489378,0.0012346953,0.00024949014,0.0014834553,0.0014353395,-0.00024983287,0.0005254522,0.00012260675,0.00089502335,0.00033211708,-7.4103475e-05,0.00038863719,0.00027825683,0.00074861944,0.0013307631,0.00037020445,-0.17686462,-0.0010812134,-8.927286e-05,-0.19389324,-0.00044779480000000006,0.001153022,0.0030447990000000004
2016-02-03,0.00081674755,-0.00020562112,0.0012099445,0.00031733513,0.0019073039,0.0012069792,0.00023103505,0.0014683901999999998,0.0014369339000000001,-0.00019711256,0.000526011,0.00011083483999999998,0.0008972585,0.00030516833,-0.00010177493,0.00038923322999999995,0.00021848827999999996,0.0007359236500000001,0.0012986511,0.00039730966,-0.17686462,-0.00105533,-8.589029e-05,-0.19389324,-0.00041280687000000004,0.0011624023,0.0032126456
2016-02-04,0.0008139610000000001,-0.00021019578,0.0012101084,0.00031135976000000004,0.0018941164,0.0011817962,0.00020953268,0.0014476925,0.0014595538,-0.000102072954,0.0005263686,0.00010727346000000002,0.0008979439999999999,0.0002792254,-0.00013454258,0.00040772557,0.00017157942,0.0007263124,0.001279816,0.00042341650000000003,-0.17686462,-0.0010990202,-8.046626999999999e-05,-0.19389324,-0.0003569126,0.0011613518,0.0032399446
2016-02-05,0.00081063807,-0.0002143979,0.0012102425,0.00031092763,0.0018651782999999998,0.001151219,0.0002002269,0.0014172047,0.0014859438,-2.527237e-05,0.0005267933,0.00010395049999999999,0.0008968860000000001,0.00026589632,-0.00016868114,0.0004156828,0.00012093037399999999,0.00071825087,0.0012798905,0.00043213367,-0.17686462,-0.0011336505,-6.479025e-05,-0.19389324,-0.00029577315,0.0011658891999999999,0.0031131506
2016-02-08,0.0008061677,-0.00021791457999999997,0.0012107342,0.00030946732000000003,0.0018810332000000001,0.0011493564,0.00018924475,0.0013828426999999998,0.0015479326000000001,8.285045599999999e-05,0.00052724034,0.00011688471000000001,0.0008955449,0.00026211142999999995,-0.00017805398,0.00042748449999999996,8.189678e-05,0.00070911646,0.0012989491,0.00044175982000000004,-0.17686462,-0.001137346,-5.1528215e-05,-0.19389324,-0.0002578348,0.0012060627,0.0029195845
2016-02-09,0.00081272423,-0.00021923332999999998,0.0012120008,0.00031223892999999997,0.0019280761,0.0011724383,0.0001668632,0.0013747066,0.0016040802,0.00011876225500000001,0.0005277097,0.00013685226000000002,0.0008943528,0.00025491416000000003,-0.00017005205,0.00043608248,5.529076e-05,0.0007006824,0.0013382583999999999,0.00048352778,-0.17686462,-0.0012009739999999998,-4.4479966e-05,-0.19389324,-0.00021885334999999998,0.0012459382,0.002757296
